 Kd 8d Th Qd Qc] [ 8h 8s 5c Js Tc 5d 7s Qs 6d 3d 2s 2d Ad 5s 4d 7h As Jc Kh 3h 7c 9c 9h 2h 9d 4c 3c 7d 5h Ks 6s Jd Ts Ah 2c Td 6h 9s 3s 4s Kc Qh 6c Jh 4h Ac 8c];[Qc, Qd, Th, 8h, 8s];null;null;b1[c:16,57] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;Hero(10) ;10;b1[As, 3h]12860;b2;Hero[8d, Kd]28754;b0
 Kd 8d Th Qd Qc] [ 9d 9s Kh 6c 6d 3c Ts 5h 6h 7h Ac Qh 8c 2s Ks Ah Td 4d 5s Jh 4s 8s 9h 6s 3s 3d 2c 4h Jd 3h As Kc 8h 7d 9c Ad Qs 7s 7c 4c Js Tc Jc 2d 5c 2h 5d];[Qc, Qd, Th, 9d, 9s];null;null;b1[c:16,57] Hero[c:0,36] ;b1[r:6,8] Hero[f:88,11] ;{4} ;-4;b1[3c, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 7d 6c Ks 5h 3d 3s 9c 6h Qs 4d 4s 2s Tc 7c Kh 4h Ts 5c 8s 8c 3c Ac Qh Ah 7s Jd 2d 6d 6s 8h 2h 9d 7h As Td 9s Jh 2c Ad 3h 5s 4c Kc 9h 5d Jc];[Qc, Qd, Th, Js, 7d];null;null;b1[c:18,12] Hero[r:0,36] b1[c:69,23] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[4s, 5c]10510;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 2c 5s 6d Kc 4c Ks 3s Ts 3h Qs 2h Tc 2s 6c 3c Jc 4h 9h 5c 3d Ah 7h 8h 4d 5h 6h Ac 2d 9d 9s Ad 6s Jd 5d 4s Jh 7c Qh 8s 8c As Js 7s Td Kh 7d 9c];[Qc, Qd, Th, 2c, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Ts, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As 2c Js Kh 8h 5c 5s 4c Ac 8c Ks 9h Jc 6d 3c 5h Jd 4h 9d Jh 6c 4s 3s Kc Qh 9c Ts 2d 4d 2s 7s 7c 8s Td 7h 3d 5d Ad Tc 7d Ah Qs 6s 6h 3h 9s 2h];[Qc, Qd, Th, As, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[7h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 6s 3s 2d 6c 9d Kc Kh Js 5c 7d 6h 2c Qs Jh 4c 4h 2h 5d 5h 3c Ac Ad 5s 8s 7s Qh Jd Ts Ks 9h Ah Jc 4s 2s 8c As 6d 9s 3h Tc 7c 4d 7h 9c 8h Td];[Qc, Qd, Th, 3d, 6s];null;null;b1[c:18,12] Hero[r:0,36] b1[r:69,23] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{14} ;14;b1[2c, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5s 7h 7c 3c Td 6s 6h Kc Ks 7d 2h 9s Ac Jc 5c Jd 5h 9c 2d 8s 6c 9h 4s 3s 2s Qh As 4h Kh Ts 3d Tc 4d Qs 5d Js 2c 4c 7s Jh 8h 8c Ah Ad 9d 6d 3h];[Qc, Qd, Th, 5s, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[6s, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js Td 6c Jh Jd 9c 5s Kc 4c 7c 6s 3d As 6h 5c Qs 2c Tc Ks 7s Ts 2d 2s Ad 8s 5d 4s 4d Ac 9d 4h Kh Qh 7h Jc 8h 9s 3c 7d 3h 3s Ah 5h 8c 2h 6d 9h];[Qc, Qd, Th, Js, Td];null;null;b1[c:18,12] Hero[r:0,36] b1[c:16,57] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[Kh, Ac]20490;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 6s Ac 8c Td 2c 2s 6h Jd Ks 8s Tc Kh 3s 3h 6c As 9h 7d Ad 7h 2h Js Ah 7c 8h Qh 4h 6d Jh 9c 4d Ts 4s 5s 5c 9d 9s 7s Qs 3c 5d 3d Kc 4c Jc 5h 2d];[Qc, Qd, Th, 6s, Ac];null;null;b1[c:18,12] Hero[r:9,72] b1[c:18,12] ;b1[r:18,51] Hero[f:88,11] ;{8} ;-8;b1[Ks, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac 6d 7s 9c 2h 6h Td 7d 6s 3h Tc 8s 3d Jd Ad 8h Ks Qh 5h 3c Ts 5s 4s Jh 2c 4d 7c 9h Ah Jc 6c Kh 4h As 4c 9d 9s Qs Js Kc 5c 5d 8c 7h 2s 2d 3s];[Qc, Qd, Th, Ac, 6d];null;null;b1[r:16,57] Hero[r:9,72] b1[r:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(42) ;-20;b1[5c, 6c]12838;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 2s Tc Js Ah 5c 3h Ad 8s 3c 6c 5s Kh 6s 7h Jh 5h 9h Ts Td As Kc 9d Qh 2d 6h 9s 3d 4d Jd Ks 8c 2c 4h Qs 9c 7s 8h 7d 5d Jc Ac 6d 2h 7c 3s 4c 4s];[Qc, Qd, Th, 2s, Tc];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[9s, 6h]12879;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 5h 4s 5s Qs 4c 5c 6s 2s 6h 2d Jc 3c 3d 8h 8c Kc Td Js Ac 9s 6d 3h Qh 4h Tc 5d 2h 7d Jd 8s 3s Ks Ts Jh 9c 7h Ad 6c As Kh Ah 9d 2c 7c 4d 7s 9h];[Qc, Qd, Th, 5h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[6c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jc 9d 6c 2d 3h Ah 5d 8s 6d 9c 8h Td Qh 6h 3c 4s Js Qs 7c 7s 5c 5s 5h 2c As Kh 4c 7h Jh Ac 2h 3d Ts Tc 9h 6s Ks Ad Jd 7d 9s 3s 4d 4h 8c Kc 2s];[Qc, Qd, Th, Jc, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[3s, 5s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ah 6d 3c 6h 4h 7c 9c Jc 6c As 8h 7d 7h 5s Kc 2s 4c Td Js 5c 4d 6s 8c Jh 2d 2c 3h 9s 9h Qs 4s Qh 2h 9d 3s 3d 5h Tc 8s 7s Kh Ad Jd Ks Ts Ac 5d];[Qc, Qd, Th, Ah, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Tc, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5c 9h Qs 3c 2s 8h Jh 9s 2d 4d 9d 4s 5s Ac 8s As Ks 2h Ah 3h 6h 3s Tc Qh 9c Kh 6s Kc Ad 2c Ts 7h 7c 8c Jd Td 4h 7s 5d 3d 6c 5h 7d 4c 6d Jc Js];[Qc, Qd, Th, 5c, 9h];null;null;b1[c:16,57] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{4} ;-4;b1[5s, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9s 4d 2s 4s Js 2h 8s Qh Jc Ah 2c 2d 3s 5h 7h Jh Kc 4c 9h 3h Td 7c As 3d Qs 8c Ac Tc 9c 8h Ts 6h 9d 6c 7d 4h Ad 3c 6d 5c 5d 5s 6s 7s Kh Jd Ks];[Qc, Qd, Th, 9s, 4d];null;null;b1[r:16,57] Hero[r:9,72] b1[c:18,12] ;b1[c:18,51] Hero[r:0,23] b1[c:6,8] ;b1(34) ;-16;b1[Qs, Jc]17089;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Ad 9c 4d 2d 6h 7s Tc 4s 4h 5s 9h 6s Jc 7d 5c 8c 3d 2s 8s Ac Jd Kc Ah Ks Qs 7c Qh Ts 8h 3h 3s 9d 2h 5h 4c Td Jh As 7h 2c 5d 6c 3c Js 6d 9s Kh];[Qc, Qd, Th, Ad, 9c];null;null;b1[r:16,57] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{10} ;10;b1[Ts, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jh 7c 9h 5c Jc Ah 6c Kc Kh 3c 6h 2h 9c Ts 4d Jd Ks 4c 6d 7h 2d 3h 9s 8s 5h 5s 5d Qh 3d Td 3s 6s Qs 4s Tc 4h Ac 7d 7s Ad Js As 8c 9d 2c 8h 2s];[Qc, Qd, Th, Jh, 7c];null;null;b1[c:18,12] Hero[r:0,36] b1[r:16,57] Hero[r:0,36] b1[r:18,12] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{20} ;-20;b1[9s, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qs 6s 8c Js 4s 9h Ah Ts 3h 7s Kc 4d 5d 7h 7d 5s 5c 9s 8h 9c 5h 4h 8s 2h 3d 6c Jh 4c Ad Td Tc Jc As 2c 3c Qh 6d Kh 3s Jd 7c 6h 2d Ks 9d Ac 2s];[Qc, Qd, Th, Qs, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[6s, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6d 2h 9c 8c Jh 8h 4d 4s 2c Qs 6h 9h 7d 6s 7c 5s 9d 7s Ad Tc 3d Kc 5h As 6c Ts 3s 8s Jc Ks 9s Js Kh 2s 4h Ah 5c Qh Jd 3h 4c Ac 5d 2d 3c 7h Td];[Qc, Qd, Th, 6d, 2h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[r:18,51] Hero[r:0,69] b1[c:6,8] ;b1(26) ;-12;b1[Jh, Ah]10602;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 9s 3s 3c 9c 8s Tc 5s Kh Ad 4h 2s Ah 3h Td Jc 2c 5d 9d 4d Jh 6c 7d Ts 8c 6s 3d Js 5h 7s 7c Ks 4s Ac Qs Kc 9h 6d 7h Qh As 6h Jd 8h 5c 2d 4c 2h];[Qc, Qd, Th, 9s, 3s];null;null;b1[r:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[3c, Jc]12803;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 7h 3c 3h 2s Tc 3s 6s 5c 4c 5s Ts 5h 4d 3d 4h Ah 2c 7c 8s Qh 8h 6h Qs 6c 9d 9s Jc 8c Jh As Kc Jd 7d Js 5d 9h Ks 9c Ad 7s 6d Td Ac 4s 2d 2h Kh];[Qc, Qd, Th, 7h, 3c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;b1(10) ;-4;b1[3h, 9h]12802;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Jh 8s 2s 6d 8h Td 5c 8c 2c Kc 5s 5d 6h 4s 3s Tc 2h 3h Ac 4d 5h Jd Qh Jc Ad 7d Js 3c 9d 4h Ts 9s 6s 7s 4c Ks 6c Kh Qs 7c 9h As 3d 2d 7h Ah 9c];[Qc, Qd, Th, Jh, 8s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[7d, 8c]12858;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 3d Jh 8h 5c Kh 5s 3c Ac 6c As 4c 7s 2s Tc Ts 6h Td 9s 7h 7c 5h 8s 9c 4d 9d 9h Qs Ks 2c 6d 6s 7d Kc 3h Jd Qh 2h 4s Js 2d 5d 3s 4h Ah Ad Jc 8c];[Qc, Qd, Th, 3d, Jh];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[8s, 7d]10511;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ Qh 6h 7h 7c 4d Ac 5d 6d Js Qs Tc 4s 3d 5c 8c 4h 9d 8h Jd 3s 2d 9s 3h Td Ah Jh 2s 4c Ks 2h 8s 7s 5h 5s As 6s 7d Kc 3c 9c Ad 2c Kh Jc 9h Ts 6c];[Qc, Qd, Th, Qh, 6h];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[8c, Ac]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ Qh 5c 5h 6s Ah 2s 9d 3c 2d Kc 3d Tc 4h 7d 2c Ts 7c Jh Kh 7s Ac Js 6d 9c 9h 8h 2h 4c 6c 4s 4d 6h 3h Jd 5d Td 3s 7h 5s Ad As 8s Qs 9s Jc 8c Ks];[Qc, Qd, Th, Qh, 5c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[Ks, Jc]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 6d 4h 5h 2h 5c Jc 2s 5d Ks 4d Jh Ad 8s 8c 7h 6s Ac 7s 6c Qs 2c Js 6h 9c 3c 2d Ts Qh 5s Ah 8h Td 7c 3s Kh 3h 4c 9d 4s Jd As 3d 7d Kc 9h 9s Tc];[Qc, Qd, Th, 6d, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[8s, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 6c 2d As 7d Ac 8c 2s 9h Qh 8h 5d 6d 4c Ts Td 6h Jd Kc 5h 9d Ks 6s Qs 4s 3c 2c 4h 3s 2h Tc Js 4d 9c 7s 9s Jc Jh Ad Ah 3h Kh 5c 8s 5s 7c 7h];[Qc, Qd, Th, 3d, 6c];null;null;b1[c:18,12] Hero[r:9,72] b1[c:69,23] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[5h, Kh]10545;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 2d 4c 5h 3c 7s Ts 9c 8h 8s 6h 9d Ad 7h Jh Kc As 6c 3h 4h 2h 4s Js 6d Jd 3s 9s Td 2c 7c Ks Kh 5d Jc Qs 3d 5s 9h 5c 7d 8c 4d 6s Ah Qh 2s Tc Ac];[Qc, Qd, Th, 2d, null];null;null;b1[r:16,57] Hero[r:0,36] b1[f:18,12] ;null;Hero{10} ;10;b1[5h, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h 6s 4d 7c 3s As 8h 5s 3d 7d 5c 5d Ks 4s 7s 4h Jc 2h Jh Tc Jd Ah Ac 2d 4c 9c 6c 6h 6d 3h 7h 2s Kh 9s Js Td 8s Qs 9h Kc 9d 2c Ts 3c 8c Ad Qh];[Qc, Qd, Th, 5h, 6s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[2h, 3h]10458;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Ts Qh 2d Jc 5h Ks 5c 7s Ac Kh 6d 3d As 3s 7h 2h Qs 9s 5d Jd Tc 7c 4d 8s Td 5s 6s Ad 9c 9h 6h 3c 6c 7d 4c 4h 9d 3h 2c 8h Kc 4s Ah Js 2s 8c Jh];[Qc, Qd, Th, Ts, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[2c, 3c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 6h 9s Jd 9h 2h 8c Kh As Td 4c 7s Kc Js 7d 2c 5d 8s 2s 3s 5s 3h 8h 6s Jc 5h Ah 4s 7h Ad Tc 5c Qh Ts 6d 9c 9d 6c 7c Jh 2d 3c Qs Ac 4h 4d Ks];[Qc, Qd, Th, 3d, 6h];null;null;b1[r:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[r:18,51] Hero[f:88,11] ;{12} ;-12;b1[6d, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 2h 8h 5c 4c 4h Ac 5h 7h 7s Td 6d 5s Kc 3h 8s As Qh 6h 9c Ts 7c 2c 7d Ad 2s Qs 3c 4d 2d 3s 9d Kh Jh Ah 8c 9h 5d 6c Jd Js 9s 4s Tc Jc Ks 6s];[Qc, Qd, Th, 3d, 2h];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[5s, 4h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7h Ac 3c 8s 8h 3h 2c 6d 4c 6c 8c Ts Js 2d Td Qh 9d 2s 5h 4s 4h 7s 6s 9s Jc 6h Ad 3s Ks 4d Kc Tc As 5s Jd 5c 5d 3d 9c 9h Qs Jh 2h Kh 7d 7c Ah];[Qc, Qd, Th, 7h, Ac];null;null;b1[c:18,12] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{4} ;-4;b1[6s, 7s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d Ks 3c 2c 2h 2d 7h Ts 2s 8c Jh 7s Ad 9h 6d Qh 9s 3s 6c 4h Kc 7c Qs As 9c Ah Kh 3h Ac 5c Jc 5d 7d 8s 8h 6h 4c 6s Td 5s 4s Tc 5h Js 9d 4d Jd];[Qc, Qd, Th, 3d, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[4c, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4s Ah 9s 5s 3c Kc 9d 6c 5c 4h Qs As 7d 6d 2c 2s 2h Jh 6h 7c Ac 4d Ts Jd Tc Kh 4c Jc Js 2d 8h 7s Ad 7h 3s 8c 6s 5d 9h Ks 3d 5h Td 9c 3h 8s Qh];[Qc, Qd, Th, 4s, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[As, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2h 2c 9c Tc 3d Jd Kh 6h 9h 4h 3h 5c 8h 7h 6c Kc Ad 5d 8c 8s 7c 4c 5s Td Jc As 4d 7s Ts 4s Js 2d 5h 6d 9s 3s 7d Jh Qh Ah 6s Qs Ac 3c Ks 2s 9d];[Qc, Qd, Th, 2h, 2c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[9s, 7h]12791;b2;Hero[8d, Kd]12793;b0
 Kd 8d Th Qd Qc] [ Qs 6d 9d 6s 6c 4s Ks 8h 6h 4h Ac 8c Tc 2c Jd 3h 7s 2h Ad 8s Js 7d 7c Jc 5c 9c 3c 2s Kh 3s 7h 3d 2d Jh Td Kc 5s 4d 9s Ah 5h 9h Qh 5d Ts As 4c];[Qc, Qd, Th, Qs, 6d];null;null;b1[c:16,57] Hero[r:9,72] b1[r:16,57] Hero[r:81,18] b1[r:16,57] Hero[c:0,36] ;b1[c:18,51] Hero[r:0,69] b1[c:18,51] ;b1(50) ;-24;b1[6s, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 4h 6c 5d Ah 5h 9c 5c Kh 7d Tc 5s As 4s 7s 6h 3s Js Jh Td 2d Ks 8s Kc 3d 9s Ts 6s 4d 4c 8c 7h Qs 9h Ad 3h 3c Jc 8h 7c 6d Qh Jd Ac 2h 9d 2s 2c];[Qc, Qd, Th, 4h, 6c];null;null;b1[r:16,57] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{14} ;14;b1[4c, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4c 7s Js 8s 4h 3s 7h 2h 6s Ah Ac As Qs 6h Ts 4s 2c 3h 9s Qh Td Tc 9c 8c 7c Kh 3d 5d Jd 4d Jc 9d 6c 6d 5s 5h 5c 7d 8h Jh 9h Kc Ks Ad 2s 3c 2d];[Qc, Qd, Th, 4c, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[Jc, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qs Ad Ks 9h Td 7c 3s 9c 5s Ts Kc 7d 8s 8c 2c 3h Jd 2s Tc 4d 6c 7h 9s 6d 6s 3d Ah 7s 5h Jh 4h Qh Jc Ac 2h 2d As 8h 3c 9d 5c Js 6h 4s 4c 5d Kh];[Qc, Qd, Th, Qs, Ad];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[3h, 9h]17108;b2;Hero[8d, Kd]17110;b0
 Kd 8d Th Qd Qc] [ 7d 2c 3h 7h Jd Ks 2s 8h Qh Js 9c 3c 7s Ad 6s 4d 6c Td Kc Tc Jh 3s Ac 6d 9h 8c 7c 8s Jc 5d 4h 5s 4s 9s 5c Ah 6h 2d 2h 5h 9d 3d Qs 4c Ts As Kh];[Qc, Qd, Th, 7d, null];null;null;b1[r:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{10} ;10;b1[5d, 3c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5s Tc 7d 5d 2h 7h 2c 8c 7s 9h Kc Ts Kh 9c Qh 4c Js 3d As Jc 3h 6d 2d 8s Jh 6h Td 3c 6c 6s 5c Ad 3s Ac 4s 9s Ah 8h Ks Qs 9d 7c 2s 4d 5h 4h Jd];[Qc, Qd, Th, 5s, Tc];null;null;b1[c:18,12] Hero[r:0,36] b1[c:69,23] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[7d, 8c]12878;b2;Hero[8d, Kd]12881;b0
