 Kd 8d Th Qd Qc] [ 9s 9d 3h 6h 2d 9h Ad 6c Jh Ks 5d 6d Kc 7d As 4s 8c Js Jd Tc Td Qh 7s 3d 7c Jc 4d Ah 8s Ts 6s 2c 3s 2h Kh Ac Qs 5s 8h 7h 4h 2s 5h 4c 3c 9c 5c];[Qc, Qd, Th, 9s, 9d];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[7h, Jh]12869;b2;Hero[8d, Kd]12870;b0
 Kd 8d Th Qd Qc] [ Ks 7c 3c Kh Ac Kc 3h 8c 9c 9d 6s 2h 5c 4c 4d 5d 4s 3d 8h 9h 5s Td 2c 2s 9s 6c 6h 4h Ts Jc Ad 3s 2d 8s Tc As Qh 7d 7h Js 7s Jd 6d Qs Ah Jh 5h];[Qc, Qd, Th, Ks, null];null;null;b1[c:16,57] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[Ks, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 4h 9c 6c 2d Qh 6h Kh 9d As Kc 7c 7h Ad Jd Ks Td 5c 5d Ac 9s 5h Qs 2s 3d Jh 6s 3s 5s 4d 6d Jc 7d Tc 2c Js Ah 4s 7s 8h 8s 3c 4c 9h Ts 3h 2h];[Qc, Qd, Th, 8c, 4h];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,69] ;Hero(10) ;10;b1[7c, 9c]10476;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 4c 5h 5d 5s 8h 5c Kc Ac Jh 6d 2s 7c 2h Qh 2c Ad 3h 7h 9c 4s Tc Qs 9h 2d Jd 8c Ks 3s 7s 9s 4d 9d 3c Td 7d As Ah Jc 4h 3d 8s 6h Kh Ts Js 6c 6s];[Qc, Qd, Th, 4c, 5h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;8;b1[9h, 6d]10474;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 8c 2s As 4c 6d Kc 9s 6h Qh 5d Ac 3d Jd 7d Kh 5h 7h 2d Qs 2h Ts 4h 2c 5c 3h Td Ks 8s 7c Js 4s 4d Ah 9c 7s 3s Jc 9h 8h 5s Ad Jh 6s Tc 6c 9d 3c];[Qc, Qd, Th, 8c, 2s];null;null;b1[c:18,12] Hero[r:9,72] b1[r:69,23] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,69] ;Hero(18) ;18;b1[9s, Ac]10593;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 7s 3d Js 6d 4d Td 2s 3c 8c 4c 6s 9s Ks 9d 6h 5d Ad 8s 3s 3h 9c 7d 5c Jh Kh 7c Ac Jd 5s 6c 7h As Ts 2d Kc Tc 5h 4s 9h Ah Jc Qs 2h 8h Qh 2c 4h];[Qc, Qd, Th, 7s, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Js, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2s Qs 7c 5d 6d Jc 7d 5c Ac Kh Jd 2h 3c 9c 8s Js 4s 3s Tc 9h 4d 3d 4c Ah 8h 4h Qh 8c 5h 5s 6c Jh 6s 7h 3h 9s Ks 9d 7s Ts Td Ad 2d As 6h Kc 2c];[Qc, Qd, Th, 2s, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Td, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ad Qs 5d Qh 8h 9s Kc Td 4c 5s 2h Jc 6d 8c 5c Kh Tc 4s Ts 7s 7h As 3s Jh Js 4h 2s 4d 9d 9c 6s 3d Ah 5h 3h 9h 2d Ac 7c 8s 6c 2c 3c Jd Ks 6h 7d];[Qc, Qd, Th, Ad, Qs];null;null;b1[c:16,57] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[Ks, 2d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8h 5s 5d 8s 7d 9s 3s Ad 9d 6s As 8c 6h 2d 5c Qs Td Ac Qh 3d 3h 7c Ks 4d Jh 4c Jd Ts 5h 7h Jc 4s 4h 6c Kh 6d 7s Ah 9c Tc 9h Js 2s 2c 2h 3c Kc];[Qc, Qd, Th, 8h, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:18,12] ;null;Hero{6} ;6;b1[Jd, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9s 4s 2h Ac 3c 7h 3d 8h Jc Ad 4c 6c 9d Jh Qh Ah 3h 9h 4h As Kc 8s 7c 6s Js Jd 7d 2s 5d 6h 8c 5c Kh 5s 2d Qs Td 7s 3s 2c Tc 4d 9c 5h 6d Ts Ks];[Qc, Qd, Th, 9s, 4s];null;null;b1[r:16,57] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(13) Hero(1) ;1;b1[5s, Kc]10548;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Tc Ad Ah 6c 6s Jc Kh 7s Jd 4d 5s Js 7d 2d Ks Ts 2h Td 9h 4c 2c Jh 5h 3c 3d 9d 7c 5c 9s 7h 4h 5d 6d 8s 9c Qs 8h 8c As 3h 2s 6h Ac 3s Kc 4s Qh];[Qc, Qd, Th, Tc, Ad];null;null;b1[c:16,57] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[2c, Ac]13133;b2;Hero[8d, Kd]12882;b0
 Kd 8d Th Qd Qc] [ Td 5s 7h 9h 9s Ts Js Tc 3d 4c 3h Qh 8s 6h Jc Ad 2h Kh 3s 5c 9d 6c 5h 2c 7s 8h 8c 2d 7c 9c 5d Qs 4d 6s As 6d Ks 4s Jd Ah Jh Ac 3c Kc 2s 7d 4h];[Qc, Qd, Th, Td, 5s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[4h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ad 9h 9s 4c Ah As 7h 8h Ts 5s Ks 9d 2c 4d 8s 3c 2h Jh 5h Jc 7d Tc Kc 2d 2s Qs 7s 6h Jd 9c Kh 4s Js 6c 6d 8c Qh 3s 4h 7c 3h 5c Td 6s 5d 3d Ac];[Qc, Qd, Th, Ad, null];null;null;b1[r:18,12] Hero[f:9,72] ;null;{4} ;-4;b1[As, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c 7h 4c 3s Ks Ac 7d 8c Ts As 7c 6d 9c 5s Td 7s 9d 5c 2s Jh Kc 4s 9h 9s Ad 5h Kh Ah Jd Qh 4h 8h 3h Js Jc 2h 6h 6s 8s 3d 5d 4d 2c 6c Qs Tc 2d];[Qc, Qd, Th, 3c, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[6s, 9s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d Qs 7d 6h 2c 2d Jd 7c Ad 8h 9s Tc As 4d Qh Ts 5s Ah Kh 7h 6s 5h 9d Ks 2h 4s 3c Td 5c 8s 2s 9c 8c Js 3s Jc 6d 4h 7s 9h 3d Jh 6c Ac Kc 4c 3h];[Qc, Qd, Th, 5d, Qs];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,69] ;b1(10) ;-4;b1[6s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ Ad 2s 3d 2h Td Ac Qh Ts 2c 5c 7h 3s 2d 8h Jh Kh Ah 6c 4d Kc Tc 4h Jc 5h As 6h 7s 9d Js 7c 9h 4s 3h 5s 4c 7d 8c 8s 6s 9s 5d Qs 6d 9c Jd 3c Ks];[Qc, Qd, Th, Ad, null];null;null;b1[c:18,12] Hero[r:9,72] b1[r:16,57] Hero[r:0,36] b1[f:16,57] ;null;Hero{14} ;14;b1[7s, 6h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7h 5d 3c 5s Kc 5c 8c 3s 6c Ad 9c 4d 8h 9h 2s Ah Jd Qs 4h Ks 5h Kh 6h 4c 7d 6s 7s Qh 4s 2c Js 7c Ts 3h 2h 2d 9d Jc 8s 9s 6d Jh As 3d Ac Td Tc];[Qc, Qd, Th, 7h, 5d];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;b1(10) ;-4;b1[7s, Ks]12848;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Kh 5h 3c 9c 8c 7d 2d Ks 5c Jc 2c 9h 9d 8s Qh 5d 6h 4c 7h Js 7c 4h 3s Ah Td 3h Ac 4d Qs 6d Jd Ad 7s 6s 4s 6c 9s 3d Tc Ts 2s 8h 5s Kc Jh As 2h];[Qc, Qd, Th, Kh, 5h];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:18,51] Hero[r:0,69] b1[c:6,8] ;Hero(10) ;10;b1[8c, Tc]12881;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ Qh 4h 4d Ks 3c Kh 2d 2c 4s 9d 3h Js Ad 6h Jd 9s Tc 5c 2s 5h 6s 2h Ah 7s 4c 6c 7d 8s 7h 9h Ac 9c 7c Jh As Td Kc Ts 8c 5s 3d 3s 8h Qs 6d Jc 5d];[Qc, Qd, Th, Qh, null];null;null;b1[c:16,57] Hero[r:9,72] b1[f:18,12] ;null;Hero{6} ;6;b1[3s, Ts];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2h Jd Kh 6c Qs Qh 6s Ah 7d 8s 4c 2d 4h 2c 8h Td 4s Ad 2s Kc 9c 3d Jc 4d 5s Ts 9d 9h 7s 5d Ac 3c 3s 9s 7h 5h Tc 6h Js 5c 6d Jh As 7c 8c Ks 3h];[Qc, Qd, Th, 2h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Ts, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 5s 8c Qh Qs Kc 4d Td 4h 6h 9s Ac 5h 6c 8s 7c Ts 7d 3h 2s 3c Jc 2h 9d 4s As Jh 7h 8h 6d 5c Tc 7s 6s 3d 9h Ad 5d 2d Kh 2c 9c Jd Ah 3s Ks 4c];[Qc, Qd, Th, Js, null];null;null;b1[r:16,57] Hero[f:9,72] ;null;{4} ;-4;b1[6s, 6h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c 3h Ah Jc Tc Ks 4h 5d 4s 8h 5s 4d 7d 2c Jd 7c 3s Qs 9s 6s Ad 9h 2s 7s 5c 6h Kh 9c 6c As 2d 2h Qh Ac 6d 4c Ts Jh Kc 3d Js 8s 5h Td 8c 9d 7h];[Qc, Qd, Th, 3c, 3h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[Ad, Jc]12805;b2;Hero[8d, Kd]12804;b0
 Kd 8d Th Qd Qc] [ Ks 7h Td 4c 8s 7s Kh 3s 2s Jc 2h 4d 5s 5h Tc 9s 3c Qh 6c 9d Qs 4h 2d As 2c Kc Js 6h 9c 5d 6d Ad 5c 9h 7d 3d 6s Ah Jh 8h 4s 3h Ac 8c Ts 7c Jd];[Qc, Qd, Th, Ks, 7h];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[5h, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc Kh 5h 2h 9h 3c 5s 7h 7s 8h Jh 9s Ah As 3h 2c 2d Js 7c 9c Ad 2s 6s 4h 3s Qh Ks 4c Jd Td Qs 6c 5c 6d Kc 8s 6h Ts 5d 3d 4d 7d 9d 8c Jc 4s Ac];[Qc, Qd, Th, Tc, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Ah, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As 8s Ks 2d Tc 8c 5h 8h 3d 4c 7s Ts 9c 9h 4d Kh Jc Ah 3c 5d Kc 9d 4h 7d 2s Qh Jd 7h 2h 6c 6d Ac Js 6s 2c 7c Jh Td Ad 3h 5s 9s 6h 3s Qs 5c 4s];[Qc, Qd, Th, As, 8s];null;null;b1[r:16,57] Hero[r:81,18] b1[r:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(42) ;-20;b1[Kc, Ac]13135;b2;Hero[8d, Kd]12860;b0
 Kd 8d Th Qd Qc] [ 4h 9h 7s Kc 7c 9s Ac 8s As Js Ts 7h 2s 9c 5s 3c 5h 2d Jc 8h 7d 2c Ad Qs Qh Td 5c Tc Ah 6c 2h Jd Ks 5d 3d 4s 6s 4d 8c Jh 4c 9d Kh 3s 3h 6d 6h];[Qc, Qd, Th, 4h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[8c, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9d Ad 6c 2c Jh 8c 7h Ks 4s 7s Qs 8h 7d 9c 8s Ts 6h 6s 6d As Js 4h 9h Tc Td Kc 4c Ac 3d Qh 2d 3s 4d 5h 3h 3c 5s Jd 5d 7c 5c Ah 2h Jc Kh 2s 9s];[Qc, Qd, Th, 9d, Ad];null;null;b1[r:16,57] Hero[r:9,72] b1[r:18,12] Hero[c:0,36] ;b1[r:6,8] Hero[c:0,23] ;Hero(22) ;22;b1[4d, 4c]12816;b2;Hero[8d, Kd]25837;b0
 Kd 8d Th Qd Qc] [ 7c Jh 2h 6s 9h 2c Jc 4h 3c Ad 4d 5s Js 9d 8h 9s 9c Ts As 6d Ah Tc 8s Ks 4c Qs Qh 8c 5d 3s 2s 7h Td 4s 2d Ac 5c 7d 7s 3d Kh 6h Kc 3h Jd 5h 6c];[Qc, Qd, Th, 7c, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Js, 7h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 4d Ac 9c 7s 4c 4h 2s Kc 3s Tc Js Jh 3c 7d 3d 8s 3h 9s 6s Ks 5d Jc 4s 6c 7c 5s Qh 5c 9d 6d 2h 2d Ts 5h 8h Ah As 2c 7h Qs 9h Jd Kh Ad Td 6h];[Qc, Qd, Th, 8c, 4d];null;null;b1[c:18,12] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[Kh, Ah]10611;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 5d 3s Ac 6c 5s 6s Ks 3h 8s 3d Ts Jh 8h 6h 5c 4c Ad 2c Qh 8c 4d 9h Jc 9c 2h 9s 5h 6d 7s 2s 3c Td Kh 2d 9d Jd Qs 7c Tc 7h Js Kc Ah 4s 7d As 4h];[Qc, Qd, Th, 5d, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[Jh, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c 8h Qh 2c Jd Kc Tc 3d 2d As 5s Qs Ks 7s 8s 5h 5d Ts 3c Jc 2h 4s 6s 3s 4c 9c 7h Ah 8c 4h Js 9h Ad 7c Ac 3h 9s 5c 9d Jh 6d Kh 4d 6h Td 2s 7d];[Qc, Qd, Th, 6c, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[Ks, 2h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4s 5h 3s 3h Ks Ac 5d 6h Td 2s Jc Tc Ts 6c 3c Ad 7s 7c Js 5s 6s Qh 2h Jd 8h 4h As 8c Jh 9s 2d Kh 8s 4d 9h Kc 6d 3d 7h 7d Qs 9d 5c 2c 4c Ah 9c];[Qc, Qd, Th, 4s, null];null;null;b1[c:18,12] Hero[r:0,36] b1[r:69,23] Hero[f:81,18] ;null;{8} ;-8;b1[7d, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d 5c 8c 4d Jc 6s 4c 9d 5s 8h Ah Ks 9s 5h 6h 2d Kh 4h 7c Ad 7s Jh Qs 3d Ts 4s 9c 3s Td 2h 7d 3h 9h Js Kc 6d 2s 2c 7h 6c Qh 3c As Ac Jd Tc 8s];[Qc, Qd, Th, 5d, 5c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[r:6,8] Hero[f:88,11] ;{4} ;-4;b1[Ah, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc 7s Td 2c Ts Kc 3s 7h Qh 6d 8c 6c 5c Ah Ks 4s 5d 4c 8h Jc Qs 5h Js 9c 4d 7c 6h 9d 2d Ac 2s Ad 3d Jh 3c 4h Kh 3h 9h 5s 6s 7d 2h 9s As Jd 8s];[Qc, Qd, Th, Tc, 7s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;Hero(6) ;6;b1[7d, 9d]12879;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 4c Tc Qh Ah 4d 7c 6c 5s 2s Ad 9d As Ks 8h 3h 2d Js Kh Kc 6s 7h 7d 6h 3d 9h 3s 2c 8c 6d 5c Jd Ts 5h Td 8s 3c 2h Jh 4h 4s Qs 9c 9s Ac 7s Jc 5d];[Qc, Qd, Th, 4c, Tc];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[4h, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qh As Ah 8c 2d 7s 8h Kc Jc 9c 6d Ad 9h 4d 9s 8s Td Ts 7c 5h 5c 6c 5d Js 4c 5s 3s 6s Jd 2c Jh Ac Kh Tc 2h 7h 7d 4h 2s Ks 9d 3c 4s 3h 6h Qs 3d];[Qc, Qd, Th, Qh, As];null;null;b1[c:18,12] Hero[r:0,36] b1[c:69,23] ;b1[r:18,51] Hero[f:88,11] ;{8} ;-8;b1[Ah, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c 7d 9d 2d Ad 8h 4c As 3s 5s Tc Js 9s Qs 8c 2s Jd Ts 6c 3h Kh 6s 3d Ac Kc 2h 4s 6h 4d 4h 5c 5h Td Ks Ah Jc Qh 6d 5d 3c 2c 7s 7h 8s Jh 9c 9h];[Qc, Qd, Th, 7c, 7d];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[Ad, 4c]12849;b2;Hero[8d, Kd]12848;b0
 Kd 8d Th Qd Qc] [ 9h 3h 9s 6h Qh Jd 6c 8h 9c Td Ks 6s 3c 4h 6d Ts 7d Qs 5d 2d 4c 5s Kh Ah 8c Jc Ac Js As Jh 2c Ad 3d 5c 7s 2h Kc 8s 2s 4d 7h 7c 5h Tc 3s 9d 4s];[Qc, Qd, Th, 9h, 3h];null;null;b1[c:16,57] Hero[r:9,72] b1[r:69,23] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(14) ;14;b1[6s, 7c]10475;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 9h As 7s 5s 2d 2h 5d 9d 6s 3d Ah 5h Td Tc 6c 4s 9c Js Jc 4c Qs Ks 7d 2s Jh Ac Ts 9s 3s Qh Jd Kh 5c 4h 8c 2c Kc 8h 3c 6d Ad 7h 4d 3h 7c 6h 8s];[Qc, Qd, Th, 9h, As];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[Ts, 8c]12882;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Ad 2s 8s 2c Ac 6h Td 8h 7c 3s Kh Ks 9s 6s 6c 9h 5c 4s 5h 2d 8c 3c As 6d Ah Js Qh Jc Kc 5s 4c 7d 3d Jh 2h Tc 3h 4d 9d Jd 5d 7s 7h Ts Qs 9c 4h];[Qc, Qd, Th, Ad, 2s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[2c, 9c]12794;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Ks 2c Td 4c Ah 2d 3c 6s Jc 2h 2s Ac 5h 6d Kc 6h 7d 8h 9s Qh 5s 4s 9c 7h 6c 9h Qs 7s 4d Jd Jh 3d Js As 4h 7c 5d 3h Ts 8c 8s 5c Kh 3s 9d Ad Tc];[Qc, Qd, Th, Ks, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[6h, 7h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac 5h Jh 8s 4d Ks 3h Js 9h 8h Ah Tc 4s 7s 6s Kc Ts 8c 3s 3c 9c Ad As 2d 5s Kh 6d 3d 2s 7d 9s 2c 6c 7c Jd 5c Jc Qs 4c 4h 6h 5d Qh 2h Td 9d 7h];[Qc, Qd, Th, Ac, 5h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[4h, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3s 2c 8h Kh 6s Js 9h 6d Kc Jh 4h Ts 3d 4c Ac Ks 3h Jc 6c Tc 9s 7s 2d 2h 5s 8c 7h 4s 5h As 5d Qh 9d 5c Td Qs 3c 6h Jd 8s Ah 4d 7d Ad 7c 2s 9c];[Qc, Qd, Th, 3s, 2c];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,23] b1[r:85,14] Hero[f:88,11] ;{8} ;-8;b1[5d, 4c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h 6d 7h 3c 5s 2s 9h Ts 6h Jc 7s 8c 3s 8h Qh Td Tc Ad 2h Js 6s Ac 7d 2d Ks Kh Jh Kc 4s 3h 3d 9s 5h 7c Qs 9c Jd 4d 2c 6c Ah 9d 5c 8s 4c As 5d];[Qc, Qd, Th, 4h, 6d];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[9s, As]10593;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 5d 3h 2s 4s 4h Qh 5h 2h 8c 9s 8h Jh Ah Ad 9h 3s 5c Ac Js 6h 9d 7d 6s 8s Ts 7c Jc 4d Kc 2c 3d 2d Kh Jd 5s Ks Qs 9c 4c 7h 6d Td Tc 7s 6c As 3c];[Qc, Qd, Th, 5d, 3h];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[7s, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jh Ad Ts 6s Ac 3d Ah 3c 5d Ks 7h 2c 7s 2s 9s 5h Qs 8h 2d As Kh 3h 6d 9d 4h 2h 9c Td 7c 9h Kc 4d 3s Jc Qh 5s 5c Js Tc 8c 6c 8s 4c 4s Jd 6h 7d];[Qc, Qd, Th, Jh, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[Qs, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd 3s Qs Ac Kh 5c Jc Js 5s 9c 3c Ad 8s 5h 8h 2d As 4h Qh 2s 7c 7h Kc 9d Tc 3d 9s Ts 5d Jh Ks Ah 4d 4c 4s 7s 9h 6h 6c 6s Td 3h 2h 2c 7d 6d 8c];[Qc, Qd, Th, Jd, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[5h, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9d Qh 2h 8s 2d Ad 5d 3s 6d 7h 9c 3c 8c 7c Jd 4h 3d Js 4c Ts Td Qs 2c Kc 9s 4d 9h 6h 3h Kh 6s Ah 5h 6c Ac 2s 7s 5c Ks Jc As Jh 7d 5s 4s Tc 8h];[Qc, Qd, Th, 9d, Qh];null;null;b1[r:16,57] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;Hero(14) ;14;b1[7h, 6d]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 6s 6d 5d 2c As 4c 8h Ks Js 7s Jh 6c 2s 6h 4s 8s Td 2h 2d Kh 4d Qh Jd 5c Jc 7c 8c 3d 3s Ah 3h 9h 7h 7d Kc 5h Ts 9d Ad Qs 9s Tc 9c 5s 3c Ac 4h];[Qc, Qd, Th, 6s, 6d];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[r:18,51] Hero[f:88,11] ;{8} ;-8;b1[5s, 7s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qh Jc Ks 9c 4c 2s 6c 3s 5h Tc 3h 5d Ah 9d 6s Td 7s 5c 6d 2h 9h Kc 9s 7h 7d Js 4s 4d Kh As Jh 5s 3d Jd Ts 8s Ac 8c 3c 6h 2d Ad 7c 8h 2c 4h Qs];[Qc, Qd, Th, Qh, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[7c, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h 3c Ts 7d 3d Ks Tc Jd 6h Ah Qh Ac Ad Jh Qs 4d 5s 9h 8h 6c As 6s Jc 2d 8c 5h Kc Js 9d 3s 4c 7s 5c 9c 7h 2s 8s Kh 7c 5d 6d 4s Td 3h 9s 2h 2c];[Qc, Qd, Th, 4h, 3c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;b1(10) ;-4;b1[4d, 5d]12813;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Kc 6s 9d 2c Qh 7c 5h Tc 9s 2h 9h 6d 5s Jc 8c As Td Jh Ks 3c 3d 6h Jd 9c 8s 7h 7d Ts Ad 3s 4s Js 2s Ac 8h 5d Ah 3h Kh 5c Qs 6c 4c 7s 4h 4d 2d];[Qc, Qd, Th, Kc, 6s];null;null;b1[c:18,12] Hero[c:9,72] ;b1[r:18,51] Hero[c:0,23] ;Hero(10) ;10;b1[3h, Ac]10611;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 2s Kh 6d Ts 6h 7c 2h 5c Js 2d 4h 7d Qs As 2c 7h 6s 5s Jd 5h 3s Ah 3d 8s 8c 3h 9h Tc Ks Kc Td 9c 9d 3c Ac 8h Jh 4s 9s 4c 7s Ad Qh 6c Jc 5d 4d];[Qc, Qd, Th, 2s, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[9h, 9d];b2;Hero[8d, Kd];b0
